常看的多数台需开启ipv6,#genre#
建党伟业,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTAzMzBfNDAzMDAxOTlfNjM2NjcyOTk4MTBfMF8z_b_B07c28e094dc566e52c8e35f1acaa30af.mp4
建国大业,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTA1MzlfNDAzMDAxOTlfNjM2Njc0MDAzNDRfMF8z_bF_Bea22e5faf449da965d3fdc48e21b4137.mp4
新天龙八部之天山童姥,https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4
全城通缉,https://txmov2.a.kwimgs.com/upic/2021/12/28/14/BMjAyMTEyMjgxNDUzMTlfNDAzMDAxOTlfNjM2Nzg2NjEwNDRfMF8z_b_Bf1c40824eac16988fd87f2df97b48e75.mp4
叶问：终极一战,https://txmov2.a.kwimgs.com/upic/2021/12/28/15/BMjAyMTEyMjgxNTIwMDhfNDAzMDAxOTlfNjM2Nzk5NTA4NzlfMF8z_b_B4b2db998ef301a0e3651596a86fdf015.mp4
叶问,https://txmov2.a.kwimgs.com/upic/2020/12/14/17/BMjAyMDEyMTQxNzM1MzRfNDAzMDAxOTlfNDA3MDI0NzczMDJfMF8z_b_Bc617b3a6837c6897fc9155b08d0425a5.mp4
无耻神混,https://txmov2.a.kwimgs.com/bs3/video-hls/5209538933209942732_hlsb.m3u8?pkey=AAXDLFLfdH5F0v7MtrB0eKM5KOxjcQuhTzz2wo3cH0BpiLtCd6SftpO8Qmi62Z7aCbh4z2WvJlsUXW_oCNQIYA6cGsVbJRY8YLQG84OCtw8a5YbJLX0mcwkcm0Lac4UAMKk
复仇,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339284438461971_hlsb.m3u8?pkey=AAWQQgYuqAn-t8d0hbCgTJLzgNBtEa8Abgy7YencUlv7VAZrqV4qaSJIidTtRnesJmRrLQe6BuvsSiN81YoPM_BLpl2o607NLO5WLHWgezR-3BKLwOSLoipTZSGPR1CSOLQ
甜蜜杀机,https://txmov2.a.kwimgs.com/upic/2022/01/05/20/BMjAyMjAxMDUyMDAxMzBfNDAzMDAxOTlfNjQyODYzNTg0MzdfMF8z_b_B8f7810d3b3d3e85455dcd3ae71a0873e.mp4
消失的凶手,https://txmov2.a.kwimgs.com/upic/2022/01/05/18/BMjAyMjAxMDUxODU4NTNfNDAzMDAxOTlfNjQyODEzODQ3MjZfMF8z_b_Bddd861f86c50a6a0983440cab577ad46.mp4
长安道,https://txmov2.a.kwimgs.com/upic/2022/01/12/17/BMjAyMjAxMTIxNzI3NDhfNDAzMDAxOTlfNjQ3MzAwNTA2ODJfMF8z_b_Bd60c5c15b0cd9116107864139a79d03e.mp4
杀戮都市2,https://vip.lz-cdn2.com/20220425/4423_243ad5a4/1200k/hls/index.m3u8
新精武门:武魂,https://vip.lz-cdn1.com/20220318/282_6776ba05/index.m3u8
九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
芙蓉镇,https://txmov2.a.kwimgs.com/upic/2023/02/13/13/BMjAyMzAyMTMxMzU5MzJfNzM5MzQzNzIyXzk2MTI0ODY3NjAwXzBfMw==_b_B436ff38d447ce72f50c0cb4bad24f375.mp4
芙蓉镇,https://vip.lz-cdn7.com/20230113/13469_57a43622/2000k/hls/mixed.m3u8
高山下的花环,https://txmov2.a.kwimgs.com/upic/2023/02/13/14/BMjAyMzAyMTMxNDQ1NThfNzM5MzQzNzIyXzk2MTI3MzU3Mjc2XzBfMw==_b_B31318452d18c2c4b2add9f69b3226bbb.mp4
高山下的花环,https://vip.lz-cdn7.com/20230113/13467_09cee196/2000k/hls/mixed.m3u8
红高粱,https://txmov2.a.kwimgs.com/upic/2023/02/13/15/BMjAyMzAyMTMxNTIwNDFfNzM5MzQzNzIyXzk2MTI5MjUzMTA3XzBfMw==_b_B61a37e0ac4bde70e8b83b663bf6f8500.mp4
红高粱,https://vip.lz-cdn7.com/20230113/13464_7856c520/2000k/hls/mixed.m3u8
开国大典,https://vip.lz-cdn7.com/20230210/14102_acfeab3c/2000k/hls/mixed.m3u8
开国大典,https://txmov2.a.kwimgs.com/upic/2023/02/13/16/BMjAyMzAyMTMxNjQ3MDVfNzM5MzQzNzIyXzk2MTM0MjQxMTA3XzBfMw==_b_B7d2ca994a56de18f37a0b61554ef71ba.mp4
镖行天下之牡丹阁,https://txmov2.a.kwimgs.com/upic/2021/10/09/08/BMjAyMTEwMDkwODQ5NDNfMTI0MzE0NjMyOF81ODczMzA0Nzc5NF8yXzM=_b_B6cdb22f97b91445496f73514fc915bdd.mp4
赌神,https://txmov2.a.kwimgs.com/bs3/video-hls/5230086603510673905_hlsb.m3u8?pkey=AAUyMbVkU7WkimubgX0RPM_gxiBDBZ0O6NjXg8fqHAfjVU3xFbWk1Mq_dhogP1fSZfTuxFuTTP4Q9geCGPwtGGOxQWCeEZMzc8A0cmLTyXrZZWUeTZQtSukPK5Y5UyZPBuM
赌侠2之上海滩赌圣,https://txmov2.a.kwimgs.com/upic/2021/02/22/22/BMjAyMTAyMjIyMjU2NDFfMTI0MzE0NjMyOF80NDg1MDgzMTY5NF8yXzM=_b_B35aa4e9376173041991a9a379ff4ac56.mp4
红牡丹,https://txmov2.a.kwimgs.com/upic/2022/03/26/15/BMjAyMjAzMjYxNTMwMjBfMTk3MTQ3Njk5N183MDUwMzQwMTcyNV8yXzM=_b_Bdb4cb0ccf894792a00415f74b9075b9f.mp4
狼牙山五壮士,https://txmov2.a.kwimgs.com/upic/2021/09/13/23/BMjAyMTA5MTMyMzI0NDZfMTI0MzE0NjMyOF81NzEyNzc1ODUxM18yXzM=_b_Bd5a097c0724b5144fa14f9763ddd07b6.mp4
拳霸,https://vip.lz-cdn1.com/20220409/1428_2b0f74c0/index.m3u8
拳霸2,https://vip.lz-cdn2.com/20220324/395_922dd57f/index.m3u8
生财有道,https://txmov2.a.kwimgs.com/upic/2022/04/28/14/BMjAyMjA0MjgxNDU2NDNfMjE0MTE5MTMzN183MzA5ODY5NzU0NF8yXzM=_b_B1e03103282a87636496b7df4ea463247.mp4
她俩和他俩,https://txmov2.a.kwimgs.com/upic/2022/05/09/11/BMjAyMjA1MDkxMTE0MzhfMjE0MTE5MTMzN183NDAxMDIyNzgzNV8yXzM=_b_B1ae5b362516d467771cd8de89ea0e5f0.mp4
天书奇谭,https://txmov2.a.kwimgs.com/upic/2021/09/11/22/BMjAyMTA5MTEyMjAwNDRfMTI0MzE0NjMyOF81NzAwNDk1ODY1MV8yXzM=_hd15_B30ff4255569c9cd057d3b43dd8e77095.mp4
我是女特警,https://vip.lz-cdn1.com/20221025/17741_e3a3e29d/index.m3u8
午夜43路,https://txmov2.a.kwimgs.com/upic/2021/09/28/22/BMjAyMTA5MjgyMjM2NTJfMTI0MzE0NjMyOF81ODAwOTA0NzQyNV8yXzM=_b_Bf914d7c0f0f2867aebc49ae6986bffcf.mp4
午夜出租车,https://txmov2.a.kwimgs.com/upic/2021/08/16/17/BMjAyMTA4MTYxNzI3MTlfMTI0MzE0NjMyOF81NTM2NjM3MzkzNV8yXzM=_b_B4ac8d02310b93305215c496928a6f8e6.mp4
午夜惊魂路,https://txmov2.a.kwimgs.com/upic/2021/09/18/20/BMjAyMTA5MTgyMDM0MzJfMTI0MzE0NjMyOF81NzM4MjIzOTQ2M18yXzM=_hd15_B4cdd5e1ecd0e8be46e16ae51e94aee0d.mp4
新上海滩,https://txmov2.a.kwimgs.com/upic/2021/12/28/15/BMjAyMTEyMjgxNTAwMjZfNDAzMDAxOTlfNjM2NzkwMDAxMTNfMF8z_b_Bcc430667a27fbeb6e41a7c69291fab1f.mp4




山西联通184,#genre#
山西黄河高清,http://116.179.138.88:8888/rtp/226.0.2.235:9792
山西经济与科技高清,http://116.179.138.88:8888/rtp/226.0.2.236:9800
山西影视高清,http://116.179.138.88:8888/rtp/226.0.2.237:9808
山西社会与法治高清,http://116.179.138.88:8888/rtp/226.0.2.238:9816
山西文体生活高清,http://116.179.138.88:8888/rtp/226.0.2.16:8040
山西卫视,http://116.179.138.88:8888/rtp/226.0.2.11:8000
山西黄河,http://116.179.138.88:8888/rtp/226.0.2.12:8008
山西经济与科技,http://116.179.138.88:8888/rtp/226.0.2.13:8016
山西影视,http://116.179.138.88:8888/rtp/226.0.2.14:8024
山西社会与法治,http://116.179.138.88:8888/rtp/226.0.2.15:8032
CCTV1-高清,http://116.179.138.88:8888/rtp/226.0.2.153:9136
CCTV2-高清,http://116.179.138.88:8888/rtp/226.0.2.154:9144
CCTV3-高清,http://116.179.138.88:8888/rtp/226.0.2.208:9576
CCTV4-高清,http://116.179.138.88:8888/rtp/226.0.2.156:9160
CCTV5-高清,http://116.179.138.88:8888/rtp/226.0.2.209:9584
CCTV6-高清,http://116.179.138.88:8888/rtp/226.0.2.210:9592
CCTV7-高清,http://116.179.138.88:8888/rtp/226.0.2.159:9184
CCTV8-高清,http://116.179.138.88:8888/rtp/226.0.2.211:9600
CCTV9-高清,http://116.179.138.88:8888/rtp/226.0.2.161:9200
CCTV10-高清,http://116.179.138.88:8888/rtp/226.0.2.162:9208
CCTV12-高清,http://116.179.138.88:8888/rtp/226.0.2.164:9224
CCTV13-高清,http://116.179.138.88:8888/rtp/226.0.2.165:9232
CCTV14-高清,http://116.179.138.88:8888/rtp/226.0.2.166:9240
CCTV5+-高清,http://116.179.138.88:8888/rtp/226.0.2.168:9256
CCTV16-高清,http://116.179.138.88:8888/rtp/226.0.2.169:9264
CCTV17-高清,http://116.179.138.88:8888/rtp/226.0.2.170:9272
CCTV1,http://116.179.138.88:8888/rtp/226.0.2.16:8040
CCTV1,http://116.179.138.88:8888/rtp/226.0.2.18:8056
CCTV2,http://116.179.138.88:8888/rtp/226.0.2.19:8064
CCTV3,http://116.179.138.88:8888/rtp/226.0.2.20:8072
CCTV4,http://116.179.138.88:8888/rtp/226.0.2.21:8080
CCTV5,http://116.179.138.88:8888/rtp/226.0.2.22:8088
CCTV6,http://116.179.138.88:8888/rtp/226.0.2.23:8096
CCTV7,http://116.179.138.88:8888/rtp/226.0.2.24:8104
CCTV8,http://116.179.138.88:8888/rtp/226.0.2.25:8112
CCTV9,http://116.179.138.88:8888/rtp/226.0.2.26:8120
CCTV10,http://116.179.138.88:8888/rtp/226.0.2.27:8128
CCTV11,http://116.179.138.88:8888/rtp/226.0.2.28:8136
CCTV12,http://116.179.138.88:8888/rtp/226.0.2.29:8144
CCTV13,http://116.179.138.88:8888/rtp/226.0.2.30:8152
CCTV14,http://116.179.138.88:8888/rtp/226.0.2.31:8160
CCTV15,http://116.179.138.88:8888/rtp/226.0.2.32:8168
CCTV17,http://116.179.138.88:8888/rtp/226.0.2.207:9568
湖南卫视高清,http://116.179.138.88:8888/rtp/226.0.2.143:9056
浙江卫视高清,http://116.179.138.88:8888/rtp/226.0.2.144:9064
安徽卫视高清,http://116.179.138.88:8888/rtp/226.0.2.145:9072
广东卫视高清,http://116.179.138.88:8888/rtp/226.0.2.146:9080
深圳卫视高清,http://116.179.138.88:8888/rtp/226.0.2.147:9088
天津卫视高清,http://116.179.138.88:8888/rtp/226.0.2.148:9096
山东卫视高清,http://116.179.138.88:8888/rtp/226.0.2.149:9104
湖北卫视高清,http://116.179.138.88:8888/rtp/226.0.2.150:9112
黑龙江卫视高清,http://116.179.138.88:8888/rtp/226.0.2.151:9120
山西卫视高清,http://116.179.138.88:8888/rtp/226.0.2.152:9128
金鹰卡通高清,http://116.179.138.88:8888/rtp/226.0.2.172:9288
辽宁卫视高清,http://116.179.138.88:8888/rtp/226.0.2.173:9296
重庆卫视高清,http://116.179.138.88:8888/rtp/226.0.2.174:9304
东方卫视高清,http://116.179.138.88:8888/rtp/226.0.2.175:9312
江苏卫视高清,http://116.179.138.88:8888/rtp/226.0.2.176:9320
北京卫视高清,http://116.179.138.88:8888/rtp/226.0.2.177:9328
河北卫视高清,http://116.179.138.88:8888/rtp/226.0.2.178:9336
四川卫视高清,http://116.179.138.88:8888/rtp/226.0.2.179:9344
贵州卫视高清,http://116.179.138.88:8888/rtp/226.0.2.180:9352
湖南卫视,http://116.179.138.88:8888/rtp/226.0.2.33:8176
东方卫视,http://116.179.138.88:8888/rtp/226.0.2.34:8184
辽宁卫视,http://116.179.138.88:8888/rtp/226.0.2.35:8192
浙江卫视,http://116.179.138.88:8888/rtp/226.0.2.36:8200
安徽卫视,http://116.179.138.88:8888/rtp/226.0.2.37:8208
江苏卫视,http://116.179.138.88:8888/rtp/226.0.2.38:8216
北京卫视,http://116.179.138.88:8888/rtp/226.0.2.39:8224
东南卫视,http://116.179.138.88:8888/rtp/226.0.2.40:8232
金鹰卡通,http://116.179.138.88:8888/rtp/226.0.2.41:8240
四川卫视,http://116.179.138.88:8888/rtp/226.0.2.42:8248
贵州卫视,http://116.179.138.88:8888/rtp/226.0.2.43:8256
哈哈炫动,http://116.179.138.88:8888/rtp/226.0.2.44:8264
广东卫视,http://116.179.138.88:8888/rtp/226.0.2.45:8272
广西卫视,http://116.179.138.88:8888/rtp/226.0.2.46:8280
深圳卫视,http://116.179.138.88:8888/rtp/226.0.2.47:8288
黑龙江卫视,http://116.179.138.88:8888/rtp/226.0.2.48:8296
湖北卫视,http://116.179.138.88:8888/rtp/226.0.2.49:8304
重庆卫视,http://116.179.138.88:8888/rtp/226.0.2.50:8312
山东卫视,http://116.179.138.88:8888/rtp/226.0.2.51:8320
河南卫视高清,http://116.179.138.88:8888/rtp/226.0.2.52:8328
陕西卫视,http://116.179.138.88:8888/rtp/226.0.2.53:8336
江西卫视高清,http://116.179.138.88:8888/rtp/226.0.2.54:8344
甘肃卫视,http://116.179.138.88:8888/rtp/226.0.2.55:8352
天津卫视,http://116.179.138.88:8888/rtp/226.0.2.56:8360
卡酷卡通,http://116.179.138.88:8888/rtp/226.0.2.57:8368
吉林卫视高清,http://116.179.138.88:8888/rtp/226.0.2.58:8376
青海卫视,http://116.179.138.88:8888/rtp/226.0.2.59:8384
云南卫视,http://116.179.138.88:8888/rtp/226.0.2.60:8392
海南卫视,http://116.179.138.88:8888/rtp/226.0.2.61:8400
兵团卫视,http://116.179.138.88:8888/rtp/226.0.2.62:8408
内蒙古卫视,http://116.179.138.88:8888/rtp/226.0.2.63:8416
宁夏卫视,http://116.179.138.88:8888/rtp/226.0.2.64:8424
河北卫视,http://116.179.138.88:8888/rtp/226.0.2.65:8432
西藏卫视,http://116.179.138.88:8888/rtp/226.0.2.66:8440
新疆卫视,http://116.179.138.88:8888/rtp/226.0.2.67:8448
CETV1,http://116.179.138.88:8888/rtp/226.0.2.68:8456
CETV2,http://116.179.138.88:8888/rtp/226.0.2.69:8464
CETV4,http://116.179.138.88:8888/rtp/226.0.2.70:8472
证券服务,http://116.179.138.88:8888/rtp/226.0.2.71:8480
中视购物,http://116.179.138.88:8888/rtp/226.0.2.72:8488
新动漫,http://116.179.138.88:8888/rtp/226.0.2.73:8496
东方财经高清,http://116.179.138.88:8888/rtp/226.0.2.76:8520
乐游高清,http://116.179.138.88:8888/rtp/226.0.2.77:8528
游戏风云高清,http://116.179.138.88:8888/rtp/226.0.2.78:8536
都市剧场高清,http://116.179.138.88:8888/rtp/226.0.2.81:8560
法治天地高清,http://116.179.138.88:8888/rtp/226.0.2.83:8576
生活时尚高清,http://116.179.138.88:8888/rtp/226.0.2.84:8584
CHC高清电影,http://116.179.138.88:8888/rtp/226.0.2.93:8004
CHC动作电影,http://116.179.138.88:8888/rtp/226.0.2.94:8012
CHC家庭影院,http://116.179.138.88:8888/rtp/226.0.2.240:9820
重庆汽摩,http://116.179.138.88:8888/rtp/226.0.2.95:8672
武术世界高清,http://116.179.138.88:8888/rtp/226.0.2.97:8688
CETV早期教育高清,http://116.179.138.88:8888/rtp/226.0.2.99:8704
书画频道,http://116.179.138.88:8888/rtp/226.0.2.102:8728
中国天气,http://116.179.138.88:8888/rtp/226.0.2.103:8736
文物宝库高清,http://116.179.138.88:8888/rtp/226.0.2.110:8792
环球奇观,http://116.179.138.88:8888/rtp/226.0.2.111:8800
种养新影老故事,http://116.179.138.88:8888/rtp/226.0.2.112:8808
梨园频道高清,http://116.179.138.88:8888/rtp/226.0.2.115:8832
国学频道,http://116.179.138.88:8888/rtp/226.0.2.116:8840
优优宝贝,http://116.179.138.88:8888/rtp/226.0.2.119:8864
生态环境,http://116.179.138.88:8888/rtp/226.0.2.120:8872
先锋乒羽,http://116.179.138.88:8888/rtp/226.0.2.121:8880
聚鲨环球精选,http://116.179.138.88:8888/rtp/226.0.2.122:8888
四海钓鱼,http://116.179.138.88:8888/rtp/226.0.2.123:8896
天下收藏,http://116.179.138.88:8888/rtp/226.0.2.124:8904
好享购物,http://116.179.138.88:8888/rtp/226.0.2.125:8912
家有购物,http://116.179.138.88:8888/rtp/226.0.2.126:8920
环球旅游,http://116.179.138.88:8888/rtp/226.0.2.127:8928
中华特产,http://116.179.138.88:8888/rtp/226.0.2.128:8936
家庭理财,http://116.179.138.88:8888/rtp/226.0.2.129:8944
山东教育,http://116.179.138.88:8888/rtp/226.0.2.130:8952
优购物,http://116.179.138.88:8888/rtp/226.0.2.131:8960
百姓健康,http://116.179.138.88:8888/rtp/226.0.2.132:8968
车迷频道,http://116.179.138.88:8888/rtp/226.0.2.138:9016
财富天下,http://116.179.138.88:8888/rtp/226.0.2.139:9024
CETV1-高清,http://116.179.138.88:8888/rtp/226.0.2.181:9360
金色学堂高清,http://116.179.138.88:8888/rtp/226.0.2.182:9368
动漫秀场高清,http://116.179.138.88:8888/rtp/226.0.2.183:9376
党建频道,http://116.179.138.88:8888/rtp/226.0.2.184:9384
朔州-1,http://116.179.138.88:8888/rtp/226.0.2.185:9392
朔州-2,http://116.179.138.88:8888/rtp/226.0.2.186:9400
东南卫视高清,http://116.179.138.88:8888/rtp/226.0.2.188:9416
孝义电视台,http://116.179.138.88:8888/rtp/226.0.2.189:9424
山西文体生活,http://116.179.138.88:8888/rtp/226.0.2.190:9432
清徐高清,http://116.179.138.88:8888/rtp/226.0.2.191:9440
古交电视台,http://116.179.138.88:8888/rtp/226.0.2.192:9448
上海纪实高清,http://116.179.138.88:8888/rtp/226.0.2.193:9456
金鹰纪实高清,http://116.179.138.88:8888/rtp/226.0.2.194:9464
河南卫视,http://116.179.138.88:8888/rtp/226.0.2.195:9472
阳曲,http://116.179.138.88:8888/rtp/226.0.2.196:9480
九屏测试,http://116.179.138.88:8888/rtp/226.0.2.197:9488
江西卫视,http://116.179.138.88:8888/rtp/226.0.2.198:9496
吉林卫视,http://116.179.138.88:8888/rtp/226.0.2.199:9504
太原1,http://116.179.138.88:8888/rtp/226.0.2.201:9520
太原2,http://116.179.138.88:8888/rtp/226.0.2.202:9528
太原3,http://116.179.138.88:8888/rtp/226.0.2.203:9536
太原4,http://116.179.138.88:8888/rtp/226.0.2.204:9544
太原5,http://116.179.138.88:8888/rtp/226.0.2.205:9552
太原教育,http://116.179.138.88:8888/rtp/226.0.2.206:9560
海南卫视高清,http://116.179.138.88:8888/rtp/226.0.2.212:9608
茶频道高清,http://116.179.138.88:8888/rtp/226.0.2.213:9616
快乐垂钓高清,http://116.179.138.88:8888/rtp/226.0.2.214:9624
太原佰乐购,http://116.179.138.88:8888/rtp/226.0.2.215:9632
CCTV央视台球高清,http://116.179.138.88:8888/rtp/226.0.2.216:9640
CCTV高网高清,http://116.179.138.88:8888/rtp/226.0.2.217:9648
CCTV电视指南高清,http://116.179.138.88:8888/rtp/226.0.2.218:9656
CCTV央视文化精品高清,http://116.179.138.88:8888/rtp/226.0.2.219:9664
CCTV风云音乐高清,http://116.179.138.88:8888/rtp/226.0.2.220:9672
CCTV第一剧场高清,http://116.179.138.88:8888/rtp/226.0.2.221:9680
CCTV世界地理高清,http://116.179.138.88:8888/rtp/226.0.2.222:9688
CCTV兵器科技高清,http://116.179.138.88:8888/rtp/226.0.2.223:9696
CCTV怀旧剧场高清,http://116.179.138.88:8888/rtp/226.0.2.224:9704
CCTV风云足球高清,http://116.179.138.88:8888/rtp/226.0.2.225:9712
CCTV女性时尚高清,http://116.179.138.88:8888/rtp/226.0.2.226:9720
CCTV风云剧场高清,http://116.179.138.88:8888/rtp/226.0.2.227:9728
晋能控股,http://116.179.138.88:8888/rtp/226.0.2.229:9744
央广购物,http://116.179.138.88:8888/rtp/226.0.2.230:9752
广西卫视高清,http://116.179.138.88:8888/rtp/226.0.2.231:9760
大同教育高清,http://116.179.138.88:8888/rtp/226.0.2.232:9772
阳泉-1新闻综合,http://116.179.138.88:8888/rtp/226.0.2.233:9776
阳泉-2科教,http://116.179.138.88:8888/rtp/226.0.2.234:9784

















山西电信119,#genre#
CCTV1高清,http://223.8.210.31:8083/udp/239.1.1.7:8007
CCTV2高清,http://223.8.210.31:8083/udp/239.1.1.8:8008
CCTV3高清,http://223.8.210.31:8083/udp/239.1.1.9:8009
CCTV4高清,http://223.8.210.31:8083/udp/239.1.1.10:8010
CCTV5高清,http://223.8.210.31:8083/udp/239.1.1.11:8011
CCTV5+高清,http://223.8.210.31:8083/udp/239.1.1.12:8012
CCTV6高清,http://223.8.210.31:8083/udp/239.1.1.13:8013
CCTV7,http://223.8.210.31:8083/udp/239.1.1.14:8014
CCTV8高清,http://223.8.210.31:8083/udp/239.1.1.15:8015
CCTV9高清,http://223.8.210.31:8083/udp/239.1.1.16:8016
CCTV10高清,http://223.8.210.31:8083/udp/239.1.1.17:8017
CCTV11,http://223.8.210.31:8083/udp/239.1.1.18:8018
CCTV12高清,http://223.8.210.31:8083/udp/239.1.1.19:8019
CCTV13高清,http://223.8.210.31:8083/udp/239.1.1.20:8020
CCTV14高清,http://223.8.210.31:8083/udp/239.1.1.21:8021
CCTV15,http://223.8.210.31:8083/udp/239.1.1.22:8022
CCTV16高清,http://223.8.210.31:8083/udp/239.1.1.122:8122
CCTV17高清,http://223.8.210.31:8083/udp/239.1.1.23:8023
CCTV女性时尚高清,http://223.8.210.31:8083/udp/239.1.1.89:8089
CCTV电视指南高清,http://223.8.210.31:8083/udp/239.1.1.90:8090
CCTV央视文化精品高清,http://223.8.210.31:8083/udp/239.1.1.91:8091
CCTV风云剧场高清,http://223.8.210.31:8083/udp/239.1.1.93:8093
CCTV第一剧场高清,http://223.8.210.31:8083/udp/239.1.1.94:8094
CCTV怀旧剧场高请,http://223.8.210.31:8083/udp/239.1.1.95:8095
CCTV风云音乐高请,http://223.8.210.31:8083/udp/239.1.1.96:8096
CCTV兵器科技高清,http://223.8.210.31:8083/udp/239.1.1.97:8097
CCTV世界地理高清,http://223.8.210.31:8083/udp/239.1.1.99:8099
CCTV央视台球高清,http://223.8.210.31:8083/udp/239.1.1.100:8100
CCTV风云足球高清,http://223.8.210.31:8083/udp/239.1.1.101:8101
CCTV高尔夫网球高清,http://223.8.210.31:8083/udp/239.1.1.102:8102
中国教育电视台1,http://223.8.210.31:8083/udp/239.1.1.65:8065
中国教育电视台2,http://223.8.210.31:8083/udp/239.1.1.66:8066
中国教育电视台4,http://223.8.210.31:8083/udp/239.1.1.67:8067
环球奇观,http://223.8.210.31:8083/udp/239.1.1.98:8098
发现之旅,http://223.8.210.31:8083/udp/239.1.1.103:8103
中学生,http://223.8.210.31:8083/udp/239.1.1.104:8104
凤凰卫视高清,http://223.8.210.31:8083/udp/239.1.1.126:8126
凤凰资讯高清,http://223.8.210.31:8083/udp/239.1.1.127:8127
湖南卫视高清,http://223.8.210.31:8083/udp/239.1.1.28:8028
四川卫视高清,http://223.8.210.31:8083/udp/239.1.1.29:8029
吉林卫视高清,http://223.8.210.31:8083/udp/239.1.1.30:8030
上海卫视高清,http://223.8.210.31:8083/udp/239.1.1.31:8031
湖北卫视高清,http://223.8.210.31:8083/udp/239.1.1.32:8032
东南卫视高清,http://223.8.210.31:8083/udp/239.1.1.33:8033
河南卫视高清,http://223.8.210.31:8083/udp/239.1.1.34:8034
江苏卫视高清,http://223.8.210.31:8083/udp/239.1.1.35:8035
重庆卫视高清,http://223.8.210.31:8083/udp/239.1.1.36:8036
黑龙江卫视高清,http://223.8.210.31:8083/udp/239.1.1.37:8037
浙江卫视高清,http://223.8.210.31:8083/udp/239.1.1.38:8038
深圳卫视高清,http://223.8.210.31:8083/udp/239.1.1.39:8039
广西卫视,http://223.8.210.31:8083/udp/239.1.1.40:8040
北京卫视高清,http://223.8.210.31:8083/udp/239.1.1.41:8041
辽宁卫视高清,http://223.8.210.31:8083/udp/239.1.1.42:8042
贵州卫视高清,http://223.8.210.31:8083/udp/239.1.1.43:8043
安徽卫视高清,http://223.8.210.31:8083/udp/239.1.1.44:8044
纪实人文高清,http://223.8.210.31:8083/udp/239.1.1.45:8045
天津卫视高清,http://223.8.210.31:8083/udp/239.1.1.46:8046
山东卫视高清,http://223.8.210.31:8083/udp/239.1.1.47:8047
河北卫视高清,http://223.8.210.31:8083/udp/239.1.1.48:8048
广东卫视高清,http://223.8.210.31:8083/udp/239.1.1.49:8049
江西卫视高清,http://223.8.210.31:8083/udp/239.1.1.52:8052
陕西卫视,http://223.8.210.31:8083/udp/239.1.1.50:8050
甘肃卫视,http://223.8.210.31:8083/udp/239.1.1.51:8051
青海卫视,http://223.8.210.31:8083/udp/239.1.1.53:8053
云南卫视,http://223.8.210.31:8083/udp/239.1.1.54:8054
海南卫视,http://223.8.210.31:8083/udp/239.1.1.55:8055
宁夏卫视,http://223.8.210.31:8083/udp/239.1.1.56:8056
西藏卫视,http://223.8.210.31:8083/udp/239.1.1.57:8057
兵团卫视,http://223.8.210.31:8083/udp/239.1.1.58:8058
新疆卫视,http://223.8.210.31:8083/udp/239.1.1.59:8059
内蒙古卫视,http://223.8.210.31:8083/udp/239.1.1.60:8060
金鹰卡通,http://223.8.210.31:8083/udp/239.1.1.61:8061
卡酷少儿,http://223.8.210.31:8083/udp/239.1.1.62:8062
金鹰纪实高清,http://223.8.210.31:8083/udp/239.1.1.63:8063
哈哈炫动,http://223.8.210.31:8083/udp/239.1.1.64:8064
嘉佳卡通,http://223.8.210.31:8083/udp/239.1.1.68:8068
大湾区卫视,http://223.8.210.31:8083/udp/239.1.1.69:8069
三沙卫视,http://223.8.210.31:8083/udp/239.1.1.70:8070
厦门卫视,http://223.8.210.31:8083/udp/239.1.1.71:8071
优漫卡通,http://223.8.210.31:8083/udp/239.1.1.72:8072
农林卫视,http://223.8.210.31:8083/udp/239.1.1.73:8073
山东教育卫视,http://223.8.210.31:8083/udp/239.1.1.74:8074
魅力足球高清,http://223.8.210.31:8083/udp/239.1.1.75:8075
生活时尚高清,http://223.8.210.31:8083/udp/239.1.1.76:8076
茶频道高清,http://223.8.210.31:8083/udp/239.1.1.77:8077
法治天地高清,http://223.8.210.31:8083/udp/239.1.1.79:8079
动漫秀场高清,http://223.8.210.31:8083/udp/239.1.1.80:8080
都市剧场高清,http://223.8.210.31:8083/udp/239.1.1.81:8081
金色学堂高清,http://223.8.210.31:8083/udp/239.1.1.82:8082
游戏风云高清,http://223.8.210.31:8083/udp/239.1.1.83:8083
乐游高清,http://223.8.210.31:8083/udp/239.1.1.84:8084
东方财经,http://223.8.210.31:8083/udp/239.1.1.85:8085
快乐垂钓高清,http://223.8.210.31:8083/udp/239.1.1.86:8086
老故事,http://223.8.210.31:8083/udp/239.1.1.87:8087
书画频道,http://223.8.210.31:8083/udp/239.1.1.88:8088
汽摩,http://223.8.210.31:8083/udp/239.1.1.92:8092
